706  14  2011  6 29  11.6167  47.7983 -25.0207  3530  3573
711  18  2011  6 30  20.3833  47.6188 -29.8977  3385  3424
727  26  2011  7  5  11.9333  51.6910 -35.7868  3653  3704
807  79  2011  7 21  14.7167  54.8375 -43.4577  3366  3387
811  82  2011  7 22  11.8667  57.1290 -43.6783  3489  3544
825  95  2011  7 26   0.0500  57.4565 -51.1518  3504  3557
837 106  2011  7 29   2.5000  56.2935 -52.4087  3536  3592
