 811  82  11 203.566823  1497.5   3.5858  34.9093   3.4707  27.7678   6.373   6.412 2
 811  82  12 203.569081  1301.1   3.6042  34.8910   3.5059  27.7497   6.510   6.516 2
 811  82  13 203.571236  1099.0   3.6113  34.8795   3.5299  27.7382   6.557   6.575 2
 811  82  14 203.572437   999.1   3.6101  34.8735   3.5369  27.7328   6.603   6.613 2
 811  82  15 203.573531   895.8   3.6108  34.8691   3.5459  27.7284   6.639   6.642 2
 811  82  16 203.574544   800.3   3.6300  34.8671   3.5725  27.7241   6.624   6.640 2
 811  82  17 203.575761   704.1   3.6941  34.8712   3.6436  27.7203   6.618   6.618 2
 811  82  18 203.576796   598.2   3.7746  34.8756   3.7318  27.7148   6.591   6.604 2
 811  82  19 203.577840   495.9   3.8578  34.8780   3.8224  27.7075   6.556   6.600 2
 811  82  20 203.580060   299.2   3.9841  34.8711   3.9629  27.6875  -9.000   6.841 9
 811  82  21 203.581643   147.1   3.5026  34.7637   3.4929  27.6496   7.070   7.057 2
 811  82  22 203.584765    11.7   7.9363  34.5586   7.9352  26.9369   6.980   6.997 2
 825  95   1 207.050868  3556.8   1.6909  34.8944   1.4129  27.9319   6.881   6.879 2
 825  95   2 207.051693  3502.4   1.8170  34.8954   1.5414  27.9233  -9.000   6.849 9
 825  95   3 207.055305  3196.4   2.4952  34.9100   2.2352  27.8804  -9.000   6.558 9
 825  95   4 207.058977  2901.0   2.8263  34.9210   2.5896  27.8590  -9.000   6.487 9
 825  95   5 207.062699  2598.3   3.0331  34.9160   2.8229  27.8343  -9.000   6.495 9
 825  95   6 207.066371  2303.8   3.2351  34.9164   3.0503  27.8138   6.467   6.484 2
 825  95   7 207.070109  1998.0   3.4458  34.9132   3.2869  27.7888   6.422   6.427 2
 825  95   8 207.072544  1804.0   3.6037  34.9130   3.4606  27.7718   6.395   6.412 2
 825  95   9 207.075330  1616.6   3.6616  34.9018   3.5350  27.7555   6.468   6.481 2
 825  95  10 207.077532  1393.3   3.6666  34.8825   3.5598  27.7376   6.572   6.610 2
 825  95  11 207.078744  1325.8   3.6766  34.8808   3.5755  27.7347   6.629   6.616 2
 825  95  12 207.079804  1191.1   3.6715  34.8693   3.5820  27.7250   6.644   6.665 2
 825  95  13 207.081433  1049.4   3.7194  34.8699   3.6412  27.7195   6.824   6.812 2
 825  95  14 207.083323   898.5   3.7455  34.8697   3.6794  27.7155   6.817   6.831 2
 825  95  15 207.084366   825.3   3.7522  34.8692   3.6919  27.7138   6.846   6.838 2
 825  95  16 207.085558   691.1   3.8129  34.8721   3.7628  27.7089   6.763   6.827 2
 825  95  17 207.087133   526.6   3.8419  34.8712   3.8043  27.7040   6.886   6.865 2
 825  95  18 207.089423   336.0   3.8814  34.8693   3.8578  27.6970   6.865   6.848 2
 825  95  19 207.091592   126.9   3.7355  34.8090   3.7269  27.6624  -9.000   6.943 9
 825  95  20 207.094272    13.4   7.9060  34.5155   7.9047  26.9075   6.922   6.950 6
 825  95  21 207.094287    13.4   8.0203  34.5065   8.0190  26.8834  -9.000   6.948 9
 825  95  22 207.094301    13.5   8.0616  34.5020   8.0602  26.8737  -9.000   6.959 9
 837 106   1 210.150953  3592.2   1.7211  34.8963   1.4386  27.9316   6.911   6.895 2
