Filename             = m851_106.cnv
Shipname             = Meteor
Cruise               = m85/1
Station              = 837
Profile              = 106
WaterDepth           = 3536
Date                 = 2011/07/29
Time                 = 02:30
Latitude             = 56 17.61 N
Longitude            = 052 24.52 W
Columns              = p:t:pt:s:sth:o
   0.0  9.0830  9.0830 34.5187 26.7279  6.957
   1.0  9.0830  9.0829 34.5187 26.7279  6.957
   2.0  9.0830  9.0828 34.5187 26.7279  6.957
   3.0  9.0830  9.0827 34.5187 26.7280  6.957
   4.0  9.0830  9.0826 34.5187 26.7280  6.957
   5.0  9.0830  9.0825 34.5187 26.7280  6.957
   6.0  9.0854  9.0847 34.5182 26.7272  6.957
   7.0  9.0922  9.0914 34.5146 26.7234  6.956
   8.0  9.0913  9.0905 34.5110 26.7207  6.954
   9.0  9.0892  9.0882 34.5085 26.7191  6.952
  10.0  9.0872  9.0861 34.5063 26.7177  6.951
  11.0  9.0816  9.0804 34.5047 26.7174  6.953
  12.0  9.0720  9.0708 34.5039 26.7183  6.957
  13.0  9.0498  9.0485 34.5028 26.7210  6.961
  14.0  8.9922  8.9907 34.5018 26.7295  6.965
  15.0  8.9299  8.9283 34.5020 26.7396  6.970
  16.0  8.8716  8.8699 34.5021 26.7490  6.976
  17.0  8.8092  8.8075 34.5015 26.7584  6.982
  18.0  8.7392  8.7373 34.5018 26.7696  6.988
  19.0  8.6440  8.6420 34.5007 26.7837  6.991
  20.0  8.5641  8.5620 34.4990 26.7948  6.992
  21.0  8.5264  8.5242 34.4987 26.8004  6.992
  22.0  8.5043  8.5020 34.4983 26.8036  6.993
  23.0  8.4665  8.4641 34.4984 26.8095  6.992
  24.0  8.4199  8.4175 34.4999 26.8178  6.989
  25.0  8.3681  8.3655 34.5018 26.8273  6.985
  26.0  8.2526  8.2499 34.5044 26.8469  6.980
  27.0  8.0202  8.0175 34.5137 26.8892  6.972
  28.0  7.7940  7.7912 34.5244 26.9312  6.966
  29.0  7.5882  7.5854 34.5335 26.9683  6.966
  30.0  7.2145  7.2117 34.5536 27.0372  6.961
  31.0  6.8320  6.8292 34.5786 27.1102  6.959
  32.0  6.5902  6.5874 34.5932 27.1544  6.965
  33.0  6.3274  6.3245 34.6057 27.1991  6.974
  34.0  6.0314  6.0285 34.6226 27.2507  6.985
  35.0  5.8243  5.8214 34.6289 27.2820  6.999
  36.0  5.6430  5.6401 34.6331 27.3078  7.017
  37.0  5.4242  5.4212 34.6450 27.3439  7.034
  38.0  5.2188  5.2159 34.6511 27.3733  7.050
  39.0  5.0246  5.0217 34.6555 27.3996  7.064
  40.0  4.8351  4.8320 34.6617 27.4263  7.077
  41.0  4.6915  4.6885 34.6662 27.4462  7.089
  42.0  4.6228  4.6197 34.6702 27.4570  7.101
  43.0  4.5996  4.5965 34.6691 27.4587  7.110
  44.0  4.5817  4.5785 34.6671 27.4591  7.119
  45.0  4.5405  4.5372 34.6679 27.4644  7.123
  46.0  4.4816  4.4783 34.6684 27.4712  7.122
  47.0  4.4457  4.4423 34.6680 27.4749  7.121
  48.0  4.4318  4.4283 34.6681 27.4765  7.121
  49.0  4.4092  4.4057 34.6664 27.4776  7.119
  50.0  4.3744  4.3708 34.6657 27.4809  7.117
  51.0  4.3442  4.3405 34.6659 27.4843  7.115
  52.0  4.3173  4.3136 34.6650 27.4864  7.112
  53.0  4.2869  4.2831 34.6650 27.4898  7.108
  54.0  4.2651  4.2613 34.6654 27.4924  7.105
  55.0  4.2561  4.2522 34.6651 27.4932  7.101
  56.0  4.2465  4.2426 34.6654 27.4945  7.097
  57.0  4.2331  4.2291 34.6661 27.4964  7.093
  58.0  4.2215  4.2174 34.6668 27.4982  7.089
  59.0  4.2143  4.2101 34.6671 27.4993  7.085
  60.0  4.2059  4.2017 34.6674 27.5004  7.081
  61.0  4.1968  4.1925 34.6679 27.5018  7.078
  62.0  4.1851  4.1808 34.6686 27.5036  7.074
  63.0  4.1750  4.1706 34.6689 27.5049  7.071
  64.0  4.1686  4.1641 34.6690 27.5056  7.070
  65.0  4.1507  4.1462 34.6694 27.5078  7.069
  66.0  4.1318  4.1272 34.6697 27.5101  7.068
  67.0  4.1208  4.1161 34.6702 27.5117  7.067
  68.0  4.1122  4.1074 34.6703 27.5126  7.068
  69.0  4.1026  4.0978 34.6702 27.5136  7.068
  70.0  4.0892  4.0843 34.6706 27.5153  7.069
  71.0  4.0783  4.0734 34.6708 27.5166  7.070
  72.0  4.0689  4.0639 34.6709 27.5177  7.072
  73.0  4.0604  4.0553 34.6711 27.5188  7.075
  74.0  4.0530  4.0479 34.6712 27.5196  7.077
  75.0  4.0440  4.0388 34.6713 27.5207  7.078
  76.0  4.0347  4.0294 34.6714 27.5217  7.080
  77.0  4.0286  4.0233 34.6716 27.5225  7.082
  78.0  4.0213  4.0159 34.6720 27.5236  7.084
  79.0  4.0034  3.9980 34.6731 27.5263  7.085
  80.0  3.9881  3.9826 34.6742 27.5288  7.086
  81.0  3.9796  3.9740 34.6748 27.5302  7.087
  82.0  3.9679  3.9623 34.6747 27.5313  7.087
  83.0  3.9591  3.9534 34.6748 27.5323  7.086
  84.0  3.9533  3.9476 34.6751 27.5331  7.086
  85.0  3.9436  3.9378 34.6752 27.5342  7.085
  86.0  3.9319  3.9260 34.6754 27.5356  7.084
  87.0  3.9244  3.9185 34.6757 27.5366  7.084
  88.0  3.9166  3.9106 34.6762 27.5379  7.082
  89.0  3.9066  3.9005 34.6771 27.5396  7.080
  90.0  3.9005  3.8944 34.6782 27.5411  7.079
  91.0  3.8980  3.8918 34.6795 27.5424  7.079
  92.0  3.8972  3.8909 34.6809 27.5437  7.080
