Filename             = m851_026.cnv
Shipname             = Meteor
Cruise               = m85/1
Station              = 727
Profile              = 26
WaterDepth           = 3653
Date                 = 2011/07/05
Time                 = 11:56
Latitude             = 51 41.46 N
Longitude            = 035 47.21 W
Columns              = p:t:pt:s:sth:o
  91.0  7.7637  7.7548 34.8253 27.1731  6.076
  92.0  7.7552  7.7461 34.8244 27.1737  6.094
  93.0  7.7496  7.7405 34.8239 27.1741  6.104
  94.0  7.7538  7.7445 34.8242 27.1738  6.131
  95.0  7.7859  7.7766 34.8332 27.1761  6.145
  96.0  7.8107  7.8012 34.8420 27.1794  6.096
  97.0  7.7941  7.7845 34.8418 27.1817  6.038
  98.0  7.7551  7.7455 34.8383 27.1847  6.025
  99.0  7.7093  7.6996 34.8328 27.1871  6.041
 100.0  7.6650  7.6553 34.8276 27.1895  6.064
 101.0  7.6106  7.6007 34.8205 27.1919  6.064
 102.0  7.5406  7.5307 34.8115 27.1950  6.060
 103.0  7.4833  7.4734 34.8049 27.1981  6.071
 104.0  7.4523  7.4423 34.8010 27.1995  6.089
 105.0  7.4135  7.4034 34.7967 27.2017  6.095
 106.0  7.3807  7.3705 34.7936 27.2040  6.067
 107.0  7.3408  7.3306 34.7900 27.2068  6.027
 108.0  7.2935  7.2833 34.7850 27.2097  5.988
 109.0  7.2615  7.2511 34.7813 27.2113  5.976
 110.0  7.2403  7.2299 34.7787 27.2122  5.995
 111.0  7.2314  7.2209 34.7772 27.2124  6.005
 112.0  7.2226  7.2120 34.7759 27.2125  5.995
 113.0  7.2024  7.1917 34.7739 27.2139  5.985
 114.0  7.1479  7.1372 34.7694 27.2180  5.992
 115.0  7.0862  7.0754 34.7630 27.2216  6.000
 116.0  7.0609  7.0500 34.7592 27.2221  5.992
 117.0  7.0550  7.0441 34.7577 27.2218  5.979
 118.0  7.0495  7.0385 34.7564 27.2216  5.969
 119.0  7.0379  7.0268 34.7551 27.2222  5.969
 120.0  7.0248  7.0137 34.7547 27.2237  5.970
 121.0  7.0271  7.0158 34.7564 27.2247  5.956
 122.0  7.0421  7.0308 34.7592 27.2248  5.933
 123.0  7.0564  7.0450 34.7617 27.2248  5.916
 124.0  7.0688  7.0572 34.7640 27.2249  5.910
 125.0  7.0822  7.0705 34.7664 27.2250  5.915
 126.0  7.1026  7.0908 34.7703 27.2252  5.927
 127.0  7.1159  7.1039 34.7733 27.2258  5.941
 128.0  7.0957  7.0838 34.7725 27.2279  5.952
 129.0  7.0520  7.0400 34.7689 27.2312  5.950
 130.0  7.0282  7.0161 34.7668 27.2328  5.940
 131.0  7.0296  7.0174 34.7678 27.2335  5.945
 132.0  7.0280  7.0157 34.7689 27.2346  5.958
 133.0  7.0079  6.9955 34.7678 27.2365  5.951
 134.0  6.9918  6.9793 34.7675 27.2385  5.925
 135.0  6.9845  6.9719 34.7687 27.2405  5.905
 136.0  6.9722  6.9596 34.7686 27.2421  5.898
 137.0  6.9664  6.9537 34.7695 27.2436  5.886
 138.0  6.9401  6.9274 34.7689 27.2468  5.873
 139.0  6.9648  6.9519 34.7772 27.2500  5.847
 140.0  7.0244  7.0113 34.7915 27.2530  5.826
 141.0  7.0576  7.0444 34.8006 27.2556  5.800
 142.0  7.1270  7.1136 34.8168 27.2586  5.707
 143.0  7.1737  7.1602 34.8296 27.2621  5.609
 144.0  7.1752  7.1616 34.8321 27.2639  5.511
 145.0  7.1956  7.1819 34.8363 27.2644  5.377
 146.0  7.2344  7.2206 34.8442 27.2651  5.284
 147.0  7.2548  7.2408 34.8491 27.2661  5.255
 148.0  7.2565  7.2424 34.8500 27.2666  5.236
 149.0  7.2556  7.2415 34.8500 27.2667  5.212
 150.0  7.1930  7.1788 34.8435 27.2705  5.213
 151.0  7.0336  7.0195 34.8269 27.2797  5.232
 152.0  6.8414  6.8274 34.8041 27.2882  5.247
 153.0  6.7426  6.7287 34.7898 27.2905  5.260
 154.0  6.7397  6.7256 34.7872 27.2889  5.306
 155.0  6.7645  6.7503 34.7903 27.2879  5.423
 156.0  6.8279  6.8135 34.8032 27.2895  5.563
 157.0  6.8680  6.8535 34.8125 27.2913  5.569
 158.0  6.8847  6.8701 34.8157 27.2916  5.471
 159.0  6.9011  6.8864 34.8192 27.2921  5.411
 160.0  6.9035  6.8887 34.8200 27.2924  5.396
 161.0  6.9158  6.9009 34.8223 27.2926  5.378
 162.0  6.9406  6.9256 34.8281 27.2937  5.352
 163.0  6.9309  6.9158 34.8303 27.2968  5.336
 164.0  6.8796  6.8644 34.8247 27.2994  5.313
 165.0  6.8269  6.8118 34.8167 27.3004  5.288
 166.0  6.7560  6.7408 34.8078 27.3030  5.301
 167.0  6.6214  6.6064 34.7944 27.3107  5.358
 168.0  6.4845  6.4695 34.7805 27.3180  5.416
 169.0  6.4176  6.4026 34.7722 27.3203  5.463
 170.0  6.3933  6.3783 34.7678 27.3201  5.544
 171.0  6.3741  6.3590 34.7640 27.3197  5.666
 172.0  6.3579  6.3427 34.7613 27.3196  5.754
 173.0  6.3463  6.3311 34.7597 27.3199  5.780
 174.0  6.3372  6.3218 34.7585 27.3202  5.783
 175.0  6.3162  6.3008 34.7568 27.3216  5.786
 176.0  6.2871  6.2717 34.7566 27.3253  5.792
 177.0  6.2863  6.2708 34.7612 27.3290  5.796
 178.0  6.3210  6.3054 34.7693 27.3309  5.800
 179.0  6.3485  6.3328 34.7747 27.3315  5.777
 180.0  6.3509  6.3350 34.7756 27.3319  5.727
 181.0  6.3192  6.3032 34.7740 27.3349  5.687
 182.0  6.2652  6.2492 34.7690 27.3380  5.667
 183.0  6.2381  6.2221 34.7649 27.3383  5.654
 184.0  6.2465  6.2304 34.7664 27.3384  5.660
 185.0  6.2760  6.2597 34.7733 27.3400  5.705
 186.0  6.3038  6.2875 34.7814 27.3428  5.713
 187.0  6.3121  6.2957 34.7846 27.3442  5.667
 188.0  6.2964  6.2798 34.7841 27.3459  5.635
 189.0  6.2636  6.2470 34.7813 27.3480  5.623
 190.0  6.2265  6.2099 34.7767 27.3492  5.615
 191.0  6.1653  6.1487 34.7699 27.3517  5.621
 192.0  6.0812  6.0647 34.7614 27.3559  5.647
 193.0  5.9794  5.9629 34.7507 27.3604  5.695
 194.0  5.8976  5.8812 34.7397 27.3621  5.782
 195.0  5.8756  5.8591 34.7342 27.3605  5.943
 196.0  5.8759  5.8593 34.7333 27.3598  6.082
 197.0  5.8766  5.8599 34.7331 27.3596  6.122
 198.0  5.8769  5.8602 34.7330 27.3594  6.118
 199.0  5.8779  5.8610 34.7331 27.3594  6.111
 200.0  5.8751  5.8582 34.7328 27.3595  6.107
 201.0  5.8627  5.8457 34.7314 27.3600  6.105
 202.0  5.8412  5.8241 34.7290 27.3608  6.100
 203.0  5.8058  5.7887 34.7256 27.3625  6.106
 204.0  5.7483  5.7313 34.7207 27.3659  6.136
 205.0  5.6657  5.6487 34.7137 27.3705  6.187
 206.0  5.5759  5.5589 34.7038 27.3737  6.233
 207.0  5.5283  5.5113 34.6971 27.3743  6.265
 208.0  5.5129  5.4959 34.6949 27.3744  6.301
 209.0  5.4995  5.4825 34.6934 27.3749  6.369
 210.0  5.4810  5.4639 34.6914 27.3756  6.469
 211.0  5.4601  5.4429 34.6890 27.3762  6.563
 212.0  5.4509  5.4336 34.6878 27.3764  6.613
 213.0  5.4450  5.4276 34.6875 27.3768  6.634
 214.0  5.4377  5.4203 34.6872 27.3775  6.641
 215.0  5.4297  5.4123 34.6869 27.3782  6.644
 216.0  5.4222  5.4047 34.6868 27.3791  6.649
 217.0  5.4131  5.3955 34.6868 27.3802  6.658
 218.0  5.3998  5.3821 34.6865 27.3816  6.671
 219.0  5.3776  5.3599 34.6856 27.3835  6.686
 220.0  5.3530  5.3352 34.6843 27.3855  6.698
 221.0  5.3491  5.3313 34.6868 27.3879  6.701
 222.0  5.3639  5.3459 34.6924 27.3906  6.702
 223.0  5.3722  5.3542 34.6953 27.3918  6.692
 224.0  5.3733  5.3552 34.6960 27.3923  6.656
 225.0  5.3718  5.3536 34.6963 27.3927  6.608
 226.0  5.3702  5.3520 34.6966 27.3932  6.567
 227.0  5.3684  5.3500 34.6969 27.3937  6.546
 228.0  5.3668  5.3484 34.6974 27.3942  6.545
 229.0  5.3670  5.3485 34.6985 27.3951  6.545
 230.0  5.3663  5.3477 34.7001 27.3965  6.544
 231.0  5.3532  5.3345 34.7003 27.3982  6.541
 232.0  5.3328  5.3141 34.6989 27.3996  6.529
 233.0  5.3199  5.3012 34.6983 27.4006  6.517
 234.0  5.3047  5.2859 34.6974 27.4017  6.532
 235.0  5.2892  5.2703 34.6959 27.4024  6.557
 236.0  5.2762  5.2573 34.6942 27.4026  6.580
 237.0  5.2661  5.2471 34.6929 27.4028  6.611
 238.0  5.2603  5.2412 34.6922 27.4030  6.647
 239.0  5.2565  5.2373 34.6921 27.4033  6.677
 240.0  5.2575  5.2383 34.6930 27.4039  6.701
 241.0  5.2665  5.2472 34.6951 27.4045  6.717
 242.0  5.2850  5.2655 34.6991 27.4055  6.717
 243.0  5.3031  5.2835 34.7028 27.4063  6.708
 244.0  5.3155  5.2958 34.7061 27.4074  6.692
 245.0  5.3304  5.3106 34.7117 27.4101  6.660
 246.0  5.3305  5.3107 34.7149 27.4126  6.611
 247.0  5.3053  5.2854 34.7132 27.4143  6.544
 248.0  5.2858  5.2659 34.7120 27.4157  6.495
 249.0  5.2666  5.2466 34.7114 27.4175  6.492
 250.0  5.2405  5.2205 34.7102 27.4197  6.507
 251.0  5.2260  5.2059 34.7102 27.4214  6.522
 252.0  5.2348  5.2147 34.7129 27.4225  6.543
 253.0  5.2536  5.2333 34.7165 27.4231  6.576
 254.0  5.2603  5.2399 34.7184 27.4239  6.592
 255.0  5.2484  5.2280 34.7179 27.4248  6.561
 256.0  5.2346  5.2141 34.7169 27.4257  6.521
 257.0  5.2363  5.2157 34.7176 27.4261  6.507
 258.0  5.2732  5.2524 34.7250 27.4276  6.513
 259.0  5.3185  5.2976 34.7349 27.4301  6.531
 260.0  5.3390  5.3179 34.7402 27.4318  6.527
 261.0  5.3436  5.3225 34.7421 27.4327  6.445
 262.0  5.3370  5.3158 34.7429 27.4342  6.306
 263.0  5.3230  5.3017 34.7434 27.4363  6.213
 264.0  5.3145  5.2932 34.7439 27.4377  6.192
 265.0  5.3138  5.2923 34.7440 27.4379  6.197
 266.0  5.3153  5.2938 34.7443 27.4380  6.207
 267.0  5.3228  5.3012 34.7461 27.4385  6.213
 268.0  5.3412  5.3195 34.7504 27.4397  6.214
 269.0  5.3549  5.3331 34.7540 27.4409  6.205
 270.0  5.3584  5.3365 34.7557 27.4418  6.168
 271.0  5.3595  5.3375 34.7584 27.4439  6.120
 272.0  5.3525  5.3304 34.7606 27.4465  6.090
 273.0  5.3534  5.3313 34.7639 27.4490  6.074
 274.0  5.3623  5.3400 34.7683 27.4514  6.062
 275.0  5.3686  5.3462 34.7723 27.4538  6.050
 276.0  5.3729  5.3505 34.7755 27.4559  6.021
 277.0  5.3741  5.3516 34.7778 27.4575  5.978
 278.0  5.3758  5.3532 34.7799 27.4590  5.949
 279.0  5.3744  5.3517 34.7807 27.4599  5.936
 280.0  5.3778  5.3550 34.7820 27.4604  5.930
 281.0  5.4190  5.3960 34.7905 27.4622  5.920
 282.0  5.5113  5.4880 34.8107 27.4671  5.903
 283.0  5.5738  5.5503 34.8257 27.4713  5.867
 284.0  5.5845  5.5609 34.8290 27.4727  5.740
 285.0  5.6037  5.5800 34.8331 27.4735  5.594
 286.0  5.6371  5.6132 34.8398 27.4748  5.526
 287.0  5.6561  5.6321 34.8449 27.4765  5.506
 288.0  5.6425  5.6184 34.8460 27.4790  5.488
 289.0  5.6160  5.5919 34.8459 27.4822  5.460
 290.0  5.5908  5.5666 34.8456 27.4851  5.441
 291.0  5.5811  5.5569 34.8461 27.4867  5.444
 292.0  5.5832  5.5589 34.8471 27.4872  5.461
 293.0  5.5830  5.5586 34.8479 27.4879  5.471
 294.0  5.5809  5.5564 34.8488 27.4889  5.470
 295.0  5.5787  5.5541 34.8497 27.4899  5.466
 296.0  5.5776  5.5529 34.8504 27.4905  5.461
 297.0  5.5761  5.5514 34.8509 27.4911  5.459
 298.0  5.5740  5.5492 34.8515 27.4919  5.458
 299.0  5.5709  5.5460 34.8534 27.4938  5.456
 300.0  5.5681  5.5431 34.8564 27.4965  5.456
 301.0  5.5665  5.5414 34.8605 27.4999  5.455
 302.0  5.5652  5.5400 34.8662 27.5047  5.449
 303.0  5.5644  5.5392 34.8708 27.5084  5.438
 304.0  5.5640  5.5387 34.8724 27.5097  5.422
 305.0  5.5635  5.5381 34.8734 27.5106  5.406
 306.0  5.5630  5.5376 34.8746 27.5116  5.393
 307.0  5.5624  5.5368 34.8756 27.5125  5.385
 308.0  5.5615  5.5358 34.8766 27.5134  5.379
 309.0  5.5598  5.5341 34.8792 27.5156  5.376
 310.0  5.5589  5.5331 34.8812 27.5174  5.378
 311.0  5.5588  5.5329 34.8816 27.5177  5.378
 312.0  5.5543  5.5284 34.8819 27.5185  5.374
 313.0  5.5419  5.5158 34.8816 27.5198  5.369
 314.0  5.5303  5.5042 34.8812 27.5209  5.366
 315.0  5.5263  5.5001 34.8811 27.5214  5.368
 316.0  5.5250  5.4987 34.8812 27.5215  5.375
 317.0  5.5212  5.4949 34.8816 27.5223  5.387
 318.0  5.5130  5.4866 34.8829 27.5244  5.395
 319.0  5.5079  5.4815 34.8841 27.5260  5.393
 320.0  5.5067  5.4802 34.8845 27.5264  5.389
 321.0  5.5024  5.4758 34.8847 27.5271  5.389
 322.0  5.4913  5.4646 34.8852 27.5289  5.391
 323.0  5.4800  5.4533 34.8856 27.5306  5.392
 324.0  5.4716  5.4448 34.8860 27.5320  5.399
 325.0  5.4602  5.4334 34.8869 27.5340  5.405
 326.0  5.4530  5.4261 34.8875 27.5354  5.405
 327.0  5.4502  5.4232 34.8880 27.5362  5.408
 328.0  5.4396  5.4126 34.8896 27.5387  5.413
 329.0  5.4188  5.3917 34.8927 27.5437  5.418
 330.0  5.4003  5.3732 34.8944 27.5473  5.423
 331.0  5.3904  5.3632 34.8941 27.5483  5.430
 332.0  5.3855  5.3583 34.8943 27.5490  5.437
 333.0  5.3831  5.3557 34.8944 27.5494  5.443
 334.0  5.3769  5.3495 34.8946 27.5503  5.451
 335.0  5.3679  5.3404 34.8946 27.5514  5.456
 336.0  5.3619  5.3344 34.8945 27.5521  5.458
 337.0  5.3584  5.3308 34.8946 27.5526  5.457
 338.0  5.3561  5.3284 34.8948 27.5530  5.458
 339.0  5.3554  5.3276 34.8949 27.5532  5.464
 340.0  5.3546  5.3268 34.8950 27.5533  5.470
 341.0  5.3533  5.3254 34.8950 27.5535  5.474
 342.0  5.3509  5.3229 34.8950 27.5538  5.476
 343.0  5.3435  5.3154 34.8955 27.5551  5.480
 344.0  5.3342  5.3060 34.8966 27.5572  5.481
 345.0  5.3308  5.3026 34.8981 27.5587  5.480
 346.0  5.3312  5.3029 34.8988 27.5592  5.483
 347.0  5.3314  5.3030 34.8988 27.5592  5.491
 348.0  5.3269  5.2985 34.8997 27.5605  5.495
 349.0  5.3197  5.2912 34.9020 27.5632  5.494
 350.0  5.3179  5.2893 34.9040 27.5650  5.497
 351.0  5.3189  5.2902 34.9049 27.5656  5.501
 352.0  5.3241  5.2953 34.9069 27.5665  5.501
 353.0  5.3553  5.3264 34.9141 27.5685  5.493
 354.0  5.3919  5.3627 34.9221 27.5705  5.489
 355.0  5.3886  5.3594 34.9234 27.5720  5.489
 356.0  5.3704  5.3411 34.9217 27.5728  5.463
 357.0  5.3649  5.3356 34.9209 27.5728  5.435
 358.0  5.3595  5.3301 34.9204 27.5731  5.437
 359.0  5.3537  5.3243 34.9199 27.5734  5.445
 360.0  5.3483  5.3188 34.9195 27.5737  5.451
 361.0  5.3449  5.3153 34.9192 27.5739  5.456
 362.0  5.3491  5.3194 34.9202 27.5742  5.459
 363.0  5.3608  5.3310 34.9226 27.5747  5.462
 364.0  5.3687  5.3387 34.9257 27.5762  5.463
 365.0  5.3738  5.3437 34.9288 27.5781  5.464
 366.0  5.3727  5.3426 34.9307 27.5798  5.461
 367.0  5.3600  5.3298 34.9314 27.5818  5.454
 368.0  5.3609  5.3307 34.9355 27.5850  5.443
 369.0  5.3663  5.3359 34.9402 27.5880  5.444
 370.0  5.3651  5.3346 34.9419 27.5895  5.449
 371.0  5.3653  5.3348 34.9430 27.5904  5.447
 372.0  5.3605  5.3299 34.9431 27.5911  5.446
 373.0  5.3553  5.3246 34.9433 27.5918  5.447
 374.0  5.3521  5.3214 34.9434 27.5924  5.452
 375.0  5.3502  5.3194 34.9437 27.5928  5.457
 376.0  5.3463  5.3154 34.9440 27.5936  5.463
 377.0  5.3395  5.3086 34.9441 27.5944  5.467
 378.0  5.3285  5.2975 34.9438 27.5955  5.469
 379.0  5.3177  5.2866 34.9432 27.5963  5.470
 380.0  5.3106  5.2794 34.9425 27.5966  5.474
 381.0  5.2973  5.2661 34.9415 27.5975  5.482
 382.0  5.2776  5.2464 34.9401 27.5987  5.495
 383.0  5.2610  5.2298 34.9390 27.5998  5.507
 384.0  5.2530  5.2217 34.9386 27.6005  5.516
 385.0  5.2479  5.2166 34.9388 27.6013  5.528
 386.0  5.2379  5.2064 34.9384 27.6021  5.543
 387.0  5.2181  5.1867 34.9368 27.6032  5.551
 388.0  5.1950  5.1636 34.9348 27.6044  5.554
 389.0  5.1813  5.1498 34.9335 27.6050  5.560
 390.0  5.1764  5.1448 34.9330 27.6051  5.567
 391.0  5.1750  5.1433 34.9328 27.6052  5.573
 392.0  5.1706  5.1389 34.9328 27.6057  5.580
 393.0  5.1630  5.1312 34.9327 27.6065  5.585
 394.0  5.1555  5.1237 34.9322 27.6071  5.587
 395.0  5.1497  5.1178 34.9322 27.6077  5.594
 396.0  5.1424  5.1104 34.9330 27.6092  5.603
 397.0  5.1343  5.1023 34.9335 27.6106  5.607
 398.0  5.1266  5.0945 34.9332 27.6112  5.607
 399.0  5.1166  5.0845 34.9323 27.6117  5.607
 400.0  5.1083  5.0761 34.9314 27.6120  5.614
 401.0  5.1056  5.0733 34.9312 27.6122  5.629
 402.0  5.1011  5.0687 34.9314 27.6129  5.644
 403.0  5.0935  5.0611 34.9315 27.6139  5.653
 404.0  5.0885  5.0561 34.9318 27.6147  5.657
 405.0  5.0853  5.0527 34.9319 27.6152  5.658
 406.0  5.0813  5.0487 34.9318 27.6155  5.661
 407.0  5.0777  5.0450 34.9317 27.6159  5.663
 408.0  5.0736  5.0408 34.9319 27.6166  5.663
 409.0  5.0700  5.0371 34.9322 27.6172  5.665
 410.0  5.0685  5.0356 34.9323 27.6175  5.671
 411.0  5.0672  5.0343 34.9324 27.6177  5.672
 412.0  5.0665  5.0334 34.9327 27.6181  5.671
 413.0  5.0650  5.0318 34.9337 27.6190  5.672
 414.0  5.0605  5.0272 34.9344 27.6201  5.670
 415.0  5.0529  5.0197 34.9342 27.6208  5.667
 416.0  5.0453  5.0119 34.9337 27.6213  5.668
 417.0  5.0359  5.0025 34.9330 27.6219  5.675
 418.0  5.0239  4.9904 34.9319 27.6224  5.684
 419.0  5.0059  4.9725 34.9304 27.6234  5.692
 420.0  4.9805  4.9470 34.9282 27.6246  5.698
 421.0  4.9602  4.9267 34.9263 27.6254  5.706
 422.0  4.9402  4.9068 34.9245 27.6262  5.720
 423.0  4.9074  4.8739 34.9216 27.6278  5.739
 424.0  4.8696  4.8362 34.9187 27.6298  5.758
 425.0  4.8522  4.8188 34.9175 27.6308  5.777
 426.0  4.8537  4.8202 34.9178 27.6309  5.802
 427.0  4.8584  4.8248 34.9187 27.6311  5.826
 428.0  4.8726  4.8388 34.9214 27.6317  5.840
 429.0  4.8922  4.8583 34.9247 27.6320  5.844
 430.0  4.8988  4.8648 34.9260 27.6323  5.842
 431.0  4.8969  4.8628 34.9262 27.6327  5.832
 432.0  4.8960  4.8618 34.9263 27.6329  5.817
